C:\Users\taima\Behavioral Cloning\Data\IMG\center_2023_05_15_10_39_18_053.jpg, C:\Users\taima\Behavioral Cloning\Data\IMG\left_2023_05_15_10_39_18_053.jpg, C:\Users\taima\Behavioral Cloning\Data\IMG\right_2023_05_15_10_39_18_053.jpg, 0, 0, 0, 7.821154E-05
C:\Users\taima\Behavioral Cloning\Data\IMG\center_2023_05_15_10_39_18_154.jpg, C:\Users\taima\Behavioral Cloning\Data\IMG\left_2023_05_15_10_39_18_154.jpg, C:\Users\taima\Behavioral Cloning\Data\IMG\right_2023_05_15_10_39_18_154.jpg, 0, 0, 0, 7.802273E-05
C:\Users\taima\Behavioral Cloning\Data\IMG\center_2023_05_15_10_39_18_256.jpg, C:\Users\taima\Behavioral Cloning\Data\IMG\left_2023_05_15_10_39_18_256.jpg, C:\Users\taima\Behavioral Cloning\Data\IMG\right_2023_05_15_10_39_18_256.jpg, 0, 0, 0, 7.813726E-05
C:\Users\taima\Behavioral Cloning\Data\IMG\center_2023_05_15_10_39_18_359.jpg, C:\Users\taima\Behavioral Cloning\Data\IMG\left_2023_05_15_10_39_18_359.jpg, C:\Users\taima\Behavioral Cloning\Data\IMG\right_2023_05_15_10_39_18_359.jpg, 0, 0, 0, 7.81309E-05
C:\Users\taima\Behavioral Cloning\Data\IMG\center_2023_05_15_10_39_18_459.jpg, C:\Users\taima\Behavioral Cloning\Data\IMG\left_2023_05_15_10_39_18_459.jpg, C:\Users\taima\Behavioral Cloning\Data\IMG\right_2023_05_15_10_39_18_459.jpg, 0, 0, 0, 7.857342E-05
C:\Users\taima\Behavioral Cloning\Data\IMG\center_2023_05_15_10_39_18_560.jpg, C:\Users\taima\Behavioral Cloning\Data\IMG\left_2023_05_15_10_39_18_560.jpg, C:\Users\taima\Behavioral Cloning\Data\IMG\right_2023_05_15_10_39_18_560.jpg, 0, 0, 0, 7.841479E-05
C:\Users\taima\Behavioral Cloning\Data\IMG\center_2023_05_15_10_39_18_661.jpg, C:\Users\taima\Behavioral Cloning\Data\IMG\left_2023_05_15_10_39_18_661.jpg, C:\Users\taima\Behavioral Cloning\Data\IMG\right_2023_05_15_10_39_18_661.jpg, 0, 0, 0, 7.807611E-05
C:\Users\taima\Behavioral Cloning\Data\IMG\center_2023_05_15_10_39_18_763.jpg, C:\Users\taima\Behavioral Cloning\Data\IMG\left_2023_05_15_10_39_18_763.jpg, C:\Users\taima\Behavioral Cloning\Data\IMG\right_2023_05_15_10_39_18_763.jpg, 0, 0, 0, 7.823736E-05
C:\Users\taima\Behavioral Cloning\Data\IMG\center_2023_05_15_10_39_18_866.jpg, C:\Users\taima\Behavioral Cloning\Data\IMG\left_2023_05_15_10_39_18_866.jpg, C:\Users\taima\Behavioral Cloning\Data\IMG\right_2023_05_15_10_39_18_866.jpg, 0, 0, 0, 7.90818E-05
C:\Users\taima\Behavioral Cloning\Data\IMG\center_2023_05_15_10_39_18_967.jpg, C:\Users\taima\Behavioral Cloning\Data\IMG\left_2023_05_15_10_39_18_967.jpg, C:\Users\taima\Behavioral Cloning\Data\IMG\right_2023_05_15_10_39_18_967.jpg, 0, 0, 0, 7.776559E-05
C:\Users\taima\Behavioral Cloning\Data\IMG\center_2023_05_15_10_39_19_069.jpg, C:\Users\taima\Behavioral Cloning\Data\IMG\left_2023_05_15_10_39_19_069.jpg, C:\Users\taima\Behavioral Cloning\Data\IMG\right_2023_05_15_10_39_19_069.jpg, 0, 0, 0, 7.808943E-05
C:\Users\taima\Behavioral Cloning\Data\IMG\center_2023_05_15_10_39_19_169.jpg, C:\Users\taima\Behavioral Cloning\Data\IMG\left_2023_05_15_10_39_19_169.jpg, C:\Users\taima\Behavioral Cloning\Data\IMG\right_2023_05_15_10_39_19_169.jpg, 0, 0, 0, 7.783524E-05
C:\Users\taima\Behavioral Cloning\Data\IMG\center_2023_05_15_10_39_19_271.jpg, C:\Users\taima\Behavioral Cloning\Data\IMG\left_2023_05_15_10_39_19_271.jpg, C:\Users\taima\Behavioral Cloning\Data\IMG\right_2023_05_15_10_39_19_271.jpg, 0, 0, 0, 7.809991E-05
C:\Users\taima\Behavioral Cloning\Data\IMG\center_2023_05_15_10_39_19_372.jpg, C:\Users\taima\Behavioral Cloning\Data\IMG\left_2023_05_15_10_39_19_372.jpg, C:\Users\taima\Behavioral Cloning\Data\IMG\right_2023_05_15_10_39_19_372.jpg, 0, 0, 0, 7.795884E-05
C:\Users\taima\Behavioral Cloning\Data\IMG\center_2023_05_15_10_39_19_472.jpg, C:\Users\taima\Behavioral Cloning\Data\IMG\left_2023_05_15_10_39_19_472.jpg, C:\Users\taima\Behavioral Cloning\Data\IMG\right_2023_05_15_10_39_19_472.jpg, 0, 0, 0, 7.798582E-05
C:\Users\taima\Behavioral Cloning\Data\IMG\center_2023_05_15_10_39_19_573.jpg, C:\Users\taima\Behavioral Cloning\Data\IMG\left_2023_05_15_10_39_19_573.jpg, C:\Users\taima\Behavioral Cloning\Data\IMG\right_2023_05_15_10_39_19_573.jpg, 0, 0, 0, 7.977187E-05
C:\Users\taima\Behavioral Cloning\Data\IMG\center_2023_05_15_10_39_19_673.jpg, C:\Users\taima\Behavioral Cloning\Data\IMG\left_2023_05_15_10_39_19_673.jpg, C:\Users\taima\Behavioral Cloning\Data\IMG\right_2023_05_15_10_39_19_673.jpg, 0, 0, 0, 7.780288E-05
C:\Users\taima\Behavioral Cloning\Data\IMG\center_2023_05_15_10_39_19_773.jpg, C:\Users\taima\Behavioral Cloning\Data\IMG\left_2023_05_15_10_39_19_773.jpg, C:\Users\taima\Behavioral Cloning\Data\IMG\right_2023_05_15_10_39_19_773.jpg, 0, 0, 0, 7.882397E-05
C:\Users\taima\Behavioral Cloning\Data\IMG\center_2023_05_15_10_39_19_875.jpg, C:\Users\taima\Behavioral Cloning\Data\IMG\left_2023_05_15_10_39_19_875.jpg, C:\Users\taima\Behavioral Cloning\Data\IMG\right_2023_05_15_10_39_19_875.jpg, 0, 0, 0, 7.767259E-05
C:\Users\taima\Behavioral Cloning\Data\IMG\center_2023_05_15_10_39_19_976.jpg, C:\Users\taima\Behavioral Cloning\Data\IMG\left_2023_05_15_10_39_19_976.jpg, C:\Users\taima\Behavioral Cloning\Data\IMG\right_2023_05_15_10_39_19_976.jpg, 0, 0.2153109, 0, 0.1284411
C:\Users\taima\Behavioral Cloning\Data\IMG\center_2023_05_15_10_39_20_077.jpg, C:\Users\taima\Behavioral Cloning\Data\IMG\left_2023_05_15_10_39_20_077.jpg, C:\Users\taima\Behavioral Cloning\Data\IMG\right_2023_05_15_10_39_20_077.jpg, 0, 0.5118507, 0, 0.5684664
